Date,RainTomorrow_Prob
2016-09-01,0.2207111870295125
2016-09-02,0.49934046139410854
2016-09-03,0.37282362737991465
2016-09-04,0.2534606284945369
2016-09-05,0.1225978304342028
2016-09-06,0.1780356138750419
2016-09-07,0.04788554834842124
2016-09-08,0.2810024263719632
2016-09-09,0.9599137768474969
2016-09-10,0.5191631713661696
2016-09-11,0.11670387518348545
2016-09-12,0.02663955942766748
2016-09-13,0.07070377687442461
2016-09-14,0.2143146827659428
2016-09-15,0.5904253885343149
2016-09-16,0.19688827221891125
2016-09-17,0.10446853835809469
2016-09-18,0.735446977701255
2016-09-19,0.040067772018635005
2016-09-20,0.07049458229713308
2016-09-21,0.30962506058134337
2016-09-22,0.30882419170602793
2016-09-23,0.03504601094759931
2016-09-24,0.15825012916004558
2016-09-25,0.5519372210351888
2016-09-26,0.06940042626317196
2016-09-27,0.10407629067786592
2016-09-28,0.08526433654562643
2016-09-29,0.743610616706294
2016-09-30,0.8533666835417746
2016-10-01,0.7868852563589565
2016-10-02,0.16532514473197876
2016-10-03,0.7037082760450472
2016-10-04,0.9434563179187119
2016-10-05,0.2443637202784647
2016-10-06,0.20349375181262763
2016-10-07,0.07197567072350351
2016-10-08,0.07685881668094267
2016-10-09,0.16427078650085944
2016-10-10,0.6899969528771488
2016-10-11,0.0466174682336478
2016-10-12,0.11501419415429195
2016-10-13,0.02564081880543606
2016-10-14,0.01762062113944759
2016-10-15,0.05562765656817219
2016-10-16,0.845936568658083
2016-10-17,0.31419285417636283
2016-10-18,0.6722932085299627
2016-10-19,0.10011665614121933
2016-10-20,0.03503378691173823
2016-10-21,0.12468282903092819
2016-10-22,0.1917896387269423
2016-10-23,0.04192193794504995
2016-10-24,0.0343555985430255
2016-10-25,0.04073639633366598
2016-10-26,0.057775564769457916
2016-10-27,0.07510409834615633
2016-10-28,0.031815821743472875
2016-10-29,0.03921529618951383
2016-10-30,0.8404431086774021
2016-10-31,0.10625676981665436
2016-11-01,0.05389519065110533
2016-11-02,0.10194283869634221
2016-11-03,0.09013558612115062
2016-11-04,0.15714969610950735
2016-11-05,0.13909164026262769
2016-11-06,0.09702485944620143
2016-11-07,0.0654827696138157
2016-11-08,0.09777616737327126
2016-11-09,0.04926019154868274
2016-11-10,0.09978697860985039
2016-11-11,0.026303785210732393
2016-11-12,0.2346087287670219
2016-11-13,0.9304471458242163
2016-11-14,0.16580883362033327
2016-11-15,0.06302621944426134
2016-11-16,0.0063896719872764225
2016-11-17,0.10980043671173334
2016-11-18,0.052342802174724645
2016-11-19,0.01992624733633162
2016-11-20,0.2523162282728181
2016-11-21,0.16081490889526168
2016-11-22,0.08309503242752801
2016-11-23,0.2217519762360261
2016-11-24,0.039389952078757944
2016-11-25,0.05750628872580733
2016-11-26,0.02777318652733453
2016-11-27,0.02733866561608437
2016-11-28,0.006210257178047591
2016-11-29,0.0028075572315248254
2016-11-30,0.009954471307148476
2016-12-01,0.030403450887525132
2016-12-02,0.017301605028559684
2016-12-03,0.011438823991684445
2016-12-04,0.05030263433147842
2016-12-05,0.06952087606212987
2016-12-06,0.10660909867434624
2016-12-07,0.017136619906086628
2016-12-08,0.8535338722581751
2016-12-09,0.033905260452777065
2016-12-10,0.026021002767268084
2016-12-11,0.023392030267729038
2016-12-12,0.020702474175459597
2016-12-13,0.02740512342292751
2016-12-14,0.06637312497123747
2016-12-15,0.03819484596001581
2016-12-16,0.2824524925070196
2016-12-17,0.07536057556583507
2016-12-18,0.01366572078339213
2016-12-19,0.035869994917234506
2016-12-20,0.04135405187442801
2016-12-21,0.06524076304151753
2016-12-22,0.03998484089450385
2016-12-23,0.057995504086687306
2016-12-24,0.638593655464854
2016-12-25,0.0203724434648849
2016-12-26,0.09581444757557996
2016-12-27,0.15012736294330276
2016-12-28,0.0322094551829335
2016-12-29,0.2665191728784191
2016-12-30,0.6113055932741006
2016-12-31,0.06212590329349625
2016-09-01,0.01937380449014734
2016-09-02,0.9099078894541054
2016-09-03,0.2673535084988782
2016-09-04,0.025291948553358982
2016-09-05,0.032416849462688704
2016-09-06,0.04444579175996849
2016-09-07,0.05459886348257643
2016-09-08,0.0455540332041988
2016-09-09,0.1547314871230578
2016-09-10,0.3152646794761125
2016-09-11,0.030132708524374673
2016-09-12,0.028879998671657053
2016-09-13,0.15047332141770933
2016-09-14,0.1800775936338533
2016-09-15,0.15527344597309134
2016-09-16,0.056986304276039436
2016-09-17,0.03800596244878288
2016-09-18,0.8977508652544038
2016-09-19,0.10506690817936563
2016-09-20,0.04297016322136067
2016-09-21,0.7601954251544041
2016-09-22,0.3460453559145298
2016-09-23,0.18806846515371278
2016-09-24,0.03432768661280313
2016-09-25,0.07641718901487207
2016-09-26,0.04556335468599679
2016-09-27,0.1540799386437462
2016-09-28,0.03042700435373322
2016-09-29,0.44995761107819515
2016-09-30,0.3814818826778869
2016-10-01,0.06624998847914024
2016-10-02,0.021321826147108553
2016-10-03,0.23795345007977903
2016-10-04,0.22323340070284092
2016-10-05,0.19033452817034754
2016-10-06,0.0944885780357298
2016-10-07,0.026068325347275302
2016-10-08,0.17797424931525557
2016-10-09,0.06418393635531161
2016-10-10,0.16421079697165838
2016-10-11,0.08041945508212751
2016-10-12,0.02729938139711304
2016-10-13,0.06305894914649295
2016-10-14,0.01814209227332165
2016-10-15,0.012858273476912986
2016-10-16,0.08067847350238037
2016-10-17,0.7126923494845285
2016-10-18,0.08870473789907057
2016-10-19,0.016697168478411243
2016-10-20,0.08933713784188428
2016-10-21,0.04056817145585331
2016-10-22,0.6137701730261358
2016-10-23,0.12527916746491743
2016-10-24,0.04929007629256111
2016-10-25,0.030541832348653694
2016-10-26,0.019655265714230572
2016-10-27,0.16927507337646577
2016-10-28,0.39051704437218865
2016-10-29,0.07967634930331725
2016-10-30,0.22259415306193392
2016-10-31,0.032012438212266
2016-11-01,0.028884311258359326
2016-11-02,0.013081956662236396
2016-11-03,0.038566225893481416
2016-11-04,0.02529823751186816
2016-11-05,0.31498541884998055
2016-11-06,0.05173467009928299
2016-11-07,0.01632718993134042
2016-11-08,0.048649007557689694
2016-11-09,0.26624942041848504
2016-11-10,0.061963987381382125
2016-11-11,0.03974648035072586
2016-11-12,0.2887630981388245
2016-11-13,0.22454612357846465
2016-11-14,0.16966107630690347
2016-11-15,0.05681928907901965
2016-11-16,0.05941539638056716
2016-11-17,0.07626612284833378
2016-11-18,0.007132170434154963
2016-11-19,0.0728742748992604
2016-11-20,0.13291381180432674
2016-11-21,0.11987643950067105
2016-11-22,0.005899708054002187
2016-11-23,0.08720162348293839
2016-11-24,0.017122348268056108
2016-11-25,0.0383080761029574
2016-11-26,0.039064239549977654
2016-11-27,0.07781013973976562
2016-11-28,0.043966793022144325
2016-11-29,0.029730186923889592
2016-12-17,0.1416871467014611
2016-12-18,0.14392940118828287
2016-12-19,0.06283097678700733
2016-12-20,0.22077594303842568
2016-12-21,0.040211979423883104
2016-12-22,0.08013036406807277
2016-12-23,0.07102272986363202
2016-12-24,0.14663055762546237
2016-12-25,0.08604696918781413
2016-12-26,0.4157139081001861
2016-12-27,0.05377327664026221
2016-12-28,0.03060040090021088
2016-12-29,0.00956808581675142
2016-12-30,0.11748089451054923
2016-12-31,0.04589910278485762
2016-09-01,0.04664208553284335
2016-09-02,0.9824448417716779
2016-09-03,0.17838810485633455
2016-09-04,0.07592322558675398
2016-09-05,0.040332141796444544
2016-09-06,0.17075133020108146
2016-09-07,0.03276570189129635
2016-09-08,0.17603329376986435
2016-09-09,0.9562548985582902
2016-09-10,0.05993119136798684
2016-09-11,0.03369025153514991
2016-09-12,0.017803765917975403
2016-09-13,0.17305946520770665
2016-09-14,0.4475775768734118
2016-09-15,0.09646201151253134
2016-09-16,0.05587958261570242
2016-09-17,0.23186657975629416
2016-09-18,0.9736866970744517
2016-09-19,0.05818571458026034
2016-09-20,0.4275116513424594
2016-09-21,0.7490110451084897
2016-09-22,0.15350263186592136
2016-09-23,0.045410420718850576
2016-09-24,0.08097791141218182
2016-09-25,0.03232252517148962
2016-09-26,0.07478724921314336
2016-09-27,0.08607322367389647
2016-09-28,0.054939022895001154
2016-09-29,0.35355030310213487
2016-09-30,0.12844238163839714
2016-10-01,0.061618489098941305
2016-10-02,0.19189803404606648
2016-10-03,0.4645136350885038
2016-10-04,0.1258957874366996
2016-10-05,0.03967382290720009
2016-10-06,0.08749662734201989
2016-10-07,0.08931083010855044
2016-10-08,0.025124625856228145
2016-10-09,0.07271879407322343
2016-10-10,0.03391291700986004
2016-10-11,0.05380912036881136
2016-10-12,0.03715608795680726
2016-10-13,0.0212403810202217
2016-10-14,0.03286138986124103
2016-10-15,0.34656815837021854
2016-10-16,0.23300662346114154
2016-10-17,0.10866270706572564
2016-10-18,0.1195561706742917
2016-10-19,0.08741454830813247
2016-10-20,0.042903961670182005
2016-10-21,0.21123593272244126
2016-10-22,0.14110013208302657
2016-10-23,0.10177034087537595
2016-10-24,0.05228030398230867
2016-10-25,0.13268580211976147
2016-10-26,0.06003935454284223
2016-10-27,0.011236679308679907
2016-10-28,0.02085562373618727
2016-10-29,0.06337019881993113
2016-10-30,0.19982996085852475
2016-10-31,0.04767901909471931
2016-11-01,0.08793169762105084
2016-11-02,0.05261253080291954
2016-11-03,0.08673102893640518
2016-11-04,0.06964088186622487
2016-11-05,0.0400179996516146
2016-11-06,0.09957806447954623
2016-11-07,0.08174756547431908
2016-11-08,0.15408877463042053
2016-11-09,0.08202393703582256
2016-11-10,0.10030178630157369
2016-11-11,0.0689016716810549
2016-11-12,0.08750130577982415
2016-11-13,0.09485268893047183
2016-11-14,0.0806367809058679
2016-11-15,0.06403983420046903
2016-11-16,0.044448075071801395
2016-11-17,0.05028248792791349
2016-11-24,0.08696996143123178
2016-11-25,0.01848144172641828
2016-11-26,0.04444178189814541
2016-11-30,0.2648213306387951
2016-12-01,0.09147122953150479
2016-12-02,0.0195646420260585
2016-12-03,0.21829476854932955
2016-12-04,0.28919750934244065
2016-12-05,0.557323673138461
2016-12-06,0.08470521341735374
2016-12-07,0.07771579631459177
2016-12-08,0.3424043806392011
2016-12-09,0.09584780662765356
2016-12-10,0.03789963285474275
2016-12-11,0.03969029893860476
2016-12-12,0.06090641819128562
2016-12-13,0.0987592397665641
2016-12-14,0.10915492369378431
2016-12-15,0.10354850464488835
2016-12-16,0.12177116799942397
2016-12-17,0.04557899225050505
2016-12-18,0.034797239344900636
2016-12-19,0.07567926538372413
2016-12-20,0.142036837655942
2016-12-21,0.07714036104899047
2016-12-22,0.019445517687249034
2016-12-23,0.08404149684865465
2016-12-24,0.15703231064489015
2016-12-25,0.13106471293012367
2016-12-26,0.06753354341497952
2016-12-27,0.2638571653823204
2016-12-28,0.3908830627934794
2016-12-29,0.3136238966052314
2016-12-30,0.44570530713300716
2016-12-31,0.09381006880643447
2016-09-01,0.11725737727878209
2016-09-02,0.6148922301861902
2016-09-03,0.27331033112564584
2016-09-04,0.058063449403839534
2016-09-05,0.059857633634821945
2016-09-06,0.06070282032650143
2016-09-07,0.06618601275579099
2016-09-08,0.16396235594912567
2016-09-09,0.8838197425562876
2016-09-10,0.763100320029232
2016-09-11,0.041055376394244544
2016-09-12,0.12817240823794765
2016-09-13,0.5142687481815623
2016-09-14,0.8008233364612652
2016-09-15,0.48231808131122994
2016-09-16,0.4536420228411943
2016-09-17,0.05660502785291402
2016-09-18,0.8716557305002444
2016-09-19,0.09818472310326914
2016-09-20,0.2724221592471108
2016-09-21,0.6747843146456426
2016-09-22,0.04319529113035973
2016-09-23,0.25996207183269116
2016-09-24,0.027960810093302226
2016-09-25,0.2351329031908671
2016-09-26,0.04438415201978976
2016-09-27,0.0536584900910309
2016-09-28,0.027960531177486786
2016-09-29,0.44913900022347664
2016-09-30,0.1395863059799477
2016-10-01,0.11094529405855132
2016-10-02,0.04310658773728598
2016-10-03,0.8795414300589162
2016-10-04,0.1403271063763927
2016-10-05,0.024224002791010887
2016-10-06,0.16851506869037078
2016-10-07,0.12855145316705063
2016-10-08,0.06887225553186649
2016-10-09,0.2205515672084532
2016-10-10,0.4127730997530492
2016-10-11,0.07156700303068472
2016-10-12,0.08183340988920236
2016-10-13,0.8503352532732806
2016-10-14,0.13954637113892743
2016-10-15,0.15489022303601144
2016-10-16,0.34368845309261953
2016-10-17,0.5415059136212155
2016-10-18,0.06477200311539369
2016-10-19,0.16469309479028674
2016-10-20,0.5391078948690596
2016-10-21,0.6960835862201777
2016-10-22,0.9614869510814755
2016-10-23,0.23521732304713347
2016-10-24,0.03717987212374551
2016-10-25,0.16865810423727845
2016-10-26,0.13568524120046493
2016-10-27,0.12462655733329335
2016-10-28,0.4388046815709964
2016-10-29,0.2507130129641104
2016-10-30,0.257593691167338
2016-10-31,0.8823964864353692
2016-11-01,0.651203476552313
2016-11-02,0.07078972292325036
2016-11-03,0.2258346762254189
2016-11-04,0.3534838165865431
2016-11-05,0.01053883413525822
2016-11-06,0.1276105132064739
2016-11-07,0.15996665810732555
2016-11-08,0.520417624868598
2016-11-09,0.13887530951762522
2016-11-10,0.2576924827897464
2016-11-11,0.29285653723196814
2016-11-12,0.2969091910503581
2016-11-13,0.028669810771981254
2016-11-14,0.039507067937698856
2016-11-15,0.3488750456586676
2016-11-16,0.2304428496692628
2016-11-17,0.19768448832902835
2016-11-18,0.29350112002479106
2016-11-19,0.4308601671674046
2016-11-20,0.20255838890319042
2016-11-21,0.40284816391716627
2016-11-22,0.2866874482975153
2016-11-23,0.5397991489860955
2016-11-24,0.09934024028032597
2016-11-25,0.5070003810396975
2016-11-26,0.29554473352264893
2016-11-27,0.5758883807764209
2016-11-28,0.5801454760210925
2016-11-29,0.4743516031005162
2016-11-30,0.19295905096086535
2016-12-01,0.5107101427258227
2016-12-02,0.21920452099944243
2016-12-03,0.7618786395049666
2016-12-04,0.4245939214618887
2016-12-05,0.42300659016645464
2016-12-06,0.2668926115726741
2016-12-07,0.8190207372080119
2016-12-08,0.6393642915638218
2016-12-09,0.13381359588971392
2016-12-10,0.2073648662240692
2016-12-11,0.11601076391172321
2016-12-12,0.18507474170299237
2016-12-13,0.36138429532905053
2016-12-14,0.33655009412096065
2016-12-15,0.37280148665771384
2016-12-16,0.36897310930946653
2016-12-17,0.42409455678164026
2016-12-18,0.6198746839052571
2016-12-19,0.11838019751762528
2016-12-20,0.6392439996122465
2016-12-21,0.13828731412237055
2016-12-22,0.10605832915367211
2016-12-23,0.07849564288802381
